"album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity"
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"In The Air Tonight - 2015 Remastered","6MjfEIHOMW6MaDO3LpFcmW",0.452,0.238,"C",-14.175,"major",0.0316,0.503,6.06e-06,0.0745,0.336,189.999,335973,4,"C major",43
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"This Must Be Love - 2015 Remastered","2pkMt1GnVAbPaqGjV0FCQb",0.793,0.198,"D",-14.434,"minor",0.0398,0.586,0,0.0734,0.603,138.153,236333,3,"D minor",33
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"Behind The Lines - 2015 Remastered","6JuDbmh0mxmC7EGCFtX2cD",0.619,0.714,"F",-8.986,"minor",0.0378,0.0227,0.000876,0.0822,0.889,103.646,235787,4,"F minor",27
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"The Roof Is Leaking - 2015 Remastered","5zE9OJvFz9VYJJoz8MQkoG",0.322,0.0738,"D#",-14.647,"minor",0.0548,0.855,0.000142,0.0779,0.22,182.845,196587,3,"D# minor",27
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"Droned - 2015 Remastered","53q1lHmow7FkKkVgdxwPUh",0.294,0.475,"A#",-12.537,"minor",0.0328,0.751,0.922,0.118,0.336,133.259,169627,5,"A# minor",25
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"Hand In Hand - 2015 Remastered","1HzGhSRMp3t08lOixk2GNF",0.55,0.899,"F#",-9.725,"major",0.0481,0.0347,0.875,0.0827,0.734,96.776,322600,4,"F# major",25
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"I Missed Again - 2015 Remastered","5GgdUHZtIg0aP5Kt07n14J",0.779,0.753,"A",-8.319,"minor",0.0307,0.027,6.91e-05,0.0665,0.751,106.233,224120,4,"A minor",30
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"You Know What I Mean - 2015 Remastered","48Qk93v6PT33E9g6dWxcN7",0.357,0.208,"D#",-12.008,"major",0.0363,0.914,0,0.278,0.312,98.253,153107,4,"D# major",26
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"Thunder And Lightning - 2015 Remastered","19vlM2BQZzYz0WynHXBItt",0.604,0.601,"D#",-8.602,"major",0.0373,0.012,0.00196,0.0867,0.758,170.537,253840,4,"D# major",24
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"I'm Not Moving - 2015 Remastered","0muKe5uk0XYXJDInP7A4Ht",0.807,0.558,"F",-10.557,"minor",0.0348,0.155,6.56e-05,0.108,0.776,100.069,155373,4,"F minor",24
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"If Leaving Me Is Easy - 2015 Remastered","4YMeVFThr8ACCNqJSyz3UQ",0.374,0.196,"D#",-17.331,"major",0.0324,0.542,0.000535,0.314,0.187,56.219,296013,4,"D# major",26
"7gUgpwRHL95RLPi2WmqxgU","Face Value (Remastered)","https://i.scdn.co/image/a25e06825063bbef6fc4ab20476b35ab338da1bf","1981-01-01",1981-01-01,44,"Tomorrow Never Knows - 2015 Remastered","0WlfihwlSWmFMBHrQ4x5lI",0.227,0.553,"C#",-9.796,"major",0.0546,0.00652,0.0791,0.0724,0.138,132.06,292160,5,"C# major",23
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"I Don't Care Anymore - 2016 Remastered","24IdPCimVnJJDRuB5YSDiS",0.703,0.422,"B",-8.297,"major",0.0378,0.188,0.00311,0.0851,0.442,140.494,305707,4,"B major",53
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"I Cannot Believe It's True - 2016 Remastered","47gHXfrbU3IBshdwwtjrjz",0.712,0.923,"F",-5.746,"minor",0.037,0.141,0.00194,0.0817,0.743,121.28,316427,4,"F minor",38
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Like China - 2016 Remastered","0uW6Xu0PJJVbbKGao0crAl",0.728,0.85,"A",-6.251,"minor",0.0528,0.0181,0.00259,0.0569,0.824,127.548,308693,4,"A minor",29
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Do You Know, Do You Care? - 2016 Remastered","4zrqubnrXjgUdQOeUKI91X",0.517,0.763,"B",-7.78,"major",0.0427,0.000987,0.208,0.111,0.223,111.123,298213,4,"B major",29
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"You Can't Hurry Love - 2016 Remastered","4YwbSZaYeYja8Umyt222Qf",0.62,0.936,"G",-4.593,"major",0.0308,0.0261,0,0.0679,0.763,97.527,175747,4,"G major",74
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"It Don't Matter To Me - 2016 Remastered","2FENudvWnr9SFtqfxiedKa",0.708,0.939,"C",-4.7,"major",0.0731,0.112,0.0568,0.0328,0.813,123.043,257320,4,"C major",40
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Thru These Walls - 2016 Remastered","6lnpRdinhy0M92wheEdSSE",0.782,0.369,"G#",-11.593,"major",0.0365,0.446,0.0382,0.0873,0.422,88.815,305040,4,"G# major",30
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Don't Let Him Steal Your Heart Away - 2016 Remastered","7cxvXJA1Leuw3sGCDFEQBX",0.61,0.597,"C#",-7.032,"major",0.0289,0.365,0,0.0566,0.356,139.486,284973,4,"C# major",35
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"The West Side - 2016 Remastered","1hV4Oz7cXUSU1SjBSFFi1o",0.518,0.556,"D#",-9.151,"minor",0.0336,0.0124,0.187,0.107,0.462,124.451,302253,4,"D# minor",27
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Why Can't It Wait 'Til Morning - 2016 Remastered","4SVuTve27pQ2EUGOCgQVGh",0.233,0.286,"G#",-11.495,"major",0.0339,0.879,0.00503,0.129,0.144,113.964,191907,4,"G# major",29
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"I Don't Care Anymore (Live) - 2016 Remastered","5WlZXnTWmsAk2u0wOItFCw",0.588,0.748,"C#",-8.082,"major",0.0383,0.0201,0.0563,0.896,0.503,136.697,390787,4,"C# major",26
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"I Cannot Believe It's True (Live) - 2016 Remastered","1K72gP3IKmBXPjiMmeR55W",0.512,0.909,"G#",-5.586,"major",0.0738,0.272,0,0.424,0.654,122.288,329493,4,"G# major",23
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Like China (Live) - 2016 Remastered","71mc547dMJ5EkLLUEwF5kr",0.598,0.874,"C",-6.04,"major",0.0762,0.125,0.001,0.704,0.539,125.736,341840,4,"C major",20
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"You Can't Hurry Love (Live) - 2016 Remastered","5h5p5J9HpyHCP9MqTgSeHd",0.634,0.909,"G",-6.212,"major",0.05,0.099,0.000275,0.434,0.593,96.409,184307,4,"G major",28
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"It Don't Matter To Me (Live) - First Final Farewell Tour (2016 Remastered)","5EhI0LBQT5evyc6KNY3jJo",0.526,0.927,"C",-5.519,"major",0.0407,0.0236,0.0168,0.794,0.423,129.937,263653,4,"C major",21
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"The West Side (Live Rehearsal) - 2016 Remastered","4yiIz0FxKH4K5oVkuXh8Ae",0.375,0.905,"D#",-6.503,"minor",0.167,0.0634,0.792,0.841,0.295,148.647,457213,4,"D# minor",19
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"People Get Ready (Live) - 2016 Remastered","3508XnuqgMqW3cN2IDjHkQ",0.261,0.252,"D",-13.017,"major",0.0383,0.849,0,0.984,0.08,171.003,198120,5,"D major",20
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Thru These Walls (Live) - 2016 Remastered [From Perkins Palace]","7h50b2YaSYJ53CoYCblPpl",0.542,0.588,"G#",-9.67,"major",0.0462,0.761,7.78e-05,0.712,0.251,172.256,303827,4,"G# major",19
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"It's Alright (Live) - 2016 Remastered","6WJIeAU9843ud5gRBVwEoZ",0.48,0.919,"A#",-5.592,"major",0.0542,0.174,0,0.982,0.652,117.63,142067,4,"A# major",19
"6sn6eWmPciSiHj0ltTBl7M","Hello, I Must Be Going! (Deluxe Edition)","https://i.scdn.co/image/0eba1566559a7e30a542fefb8025e05babbcd1d5","1982-11-05",1982-11-05,69,"Oddball (Demo - Do You Know, Do You Care?) - 2016 Remastered","5wr8YbHaAfia93hO5rUadr",0.38,0.335,"A#",-11.551,"minor",0.0304,0.248,0.385,0.109,0.0731,204.938,270107,4,"A# minor",18
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"I Don't Care Anymore - 2016 Remastered","65aiZMNuOKvP34ZK5XQmV8",0.707,0.425,"B",-8.304,"major",0.0366,0.189,0.00316,0.0782,0.472,140.476,303880,4,"B major",32
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"I Cannot Believe It's True - 2016 Remastered","5hz4dbCtCZSAbjuM31Fh28",0.714,0.923,"F",-5.837,"minor",0.0368,0.133,0.00141,0.15,0.743,121.26,314733,4,"F minor",26
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"Like China - 2016 Remastered","3iwy6SFYKp1g6HfVr9oEAI",0.728,0.85,"A",-6.251,"minor",0.0528,0.0181,0.00259,0.0569,0.824,127.548,308693,4,"A minor",22
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"Do You Know, Do You Care? - 2016 Remastered","5lByBSHBTVvhz6rAEkmrc6",0.517,0.763,"B",-7.78,"major",0.0427,0.000987,0.208,0.111,0.223,111.123,298213,4,"B major",21
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"You Can't Hurry Love - 2016 Remastered","0VGyBqMFAJFlSAikuqMUfa",0.62,0.937,"G",-4.584,"major",0.0312,0.0334,0,0.104,0.75,97.705,174080,4,"G major",27
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"It Don't Matter To Me - 2016 Remastered","4vsJDV7rgWdW71lPanDt2L",0.708,0.939,"C",-4.7,"major",0.0731,0.112,0.0568,0.0328,0.813,123.043,257320,4,"C major",23
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"Thru These Walls - 2016 Remastered","071E5EnVXEXQTZLywihxXV",0.78,0.364,"G#",-11.57,"major",0.0341,0.462,0.0263,0.0897,0.405,88.802,304987,4,"G# major",21
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"Don't Let Him Steal Your Heart Away - 2016 Remastered","5jzXPJKT7dbUXfjp4dowb6",0.6,0.605,"C#",-7.027,"major",0.0291,0.354,0,0.0523,0.386,139.417,285320,4,"C# major",23
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"The West Side - 2016 Remastered","5zp1WxYQYX2mHm9ZVPx1mz",0.518,0.556,"D#",-9.151,"minor",0.0336,0.0124,0.187,0.107,0.462,124.451,302253,4,"D# minor",20
"3aeLqENnhYFdDuK9d3yHrv","Hello, I Must Be Going","https://i.scdn.co/image/3a23c418946800bdc7d484ee55d2ef8254687880","1982-11-05",1982-11-05,36,"Why Can't It Wait 'Til Morning - 2016 Remastered","0Y9Elwh7vvFS9UrBsYQ4D0",0.234,0.288,"G#",-11.551,"major",0.0333,0.884,0.00192,0.122,0.151,113.455,189707,4,"G# major",20
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Sussudio - 2016 Remastered","4qM461TqtpnP4GLRIXwEnW",0.714,0.935,"F",-5.195,"major",0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,4,"F major",60
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Only You Know And I Know - 2016 Remastered","1qdJnY1FejnmAQNyJB1E48",0.587,0.936,"G#",-4.398,"major",0.0395,0.00909,0.122,0.0452,0.671,141.181,261453,4,"G# major",32
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Long Long Way To Go - 2016 Remastered","3Z792UJsk8AzUTbbo4kxqN",0.648,0.347,"D",-12.002,"minor",0.0287,0.894,0.0013,0.106,0.359,117.325,262867,4,"D minor",42
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"I Don't Wanna Know - 2016 Remastered","5NUH412w03tW140zHvcsdO",0.628,0.987,"D#",-3.382,"major",0.0887,0.212,0.221,0.152,0.317,130.181,255067,4,"D# major",31
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"One More Night - 2016 Remastered","6fkvIT9KFKxO8poBeKfaEf",0.534,0.442,"D#",-9.442,"major",0.0308,0.788,0.000351,0.0986,0.343,136.369,288973,4,"D# major",57
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Don't Lose My Number - 2016 Remastered","2ZIzyHDYsXIHUojfr6bAbO",0.585,0.832,"F",-5.016,"minor",0.0814,0.168,5.09e-05,0.0634,0.952,80.614,288547,4,"F minor",51
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Who Said I Would - 2016 Remastered","6JrbcoCC9Zotanq4Or4nST",0.688,0.9,"F",-5.534,"major",0.049,0.164,0.00988,0.291,0.491,131.031,241787,4,"F major",40
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Doesn't Anybody Stay Together Anymore - 2016 Remastered","1UpmVez0EGjEVT2fOnJZ4z",0.658,0.953,"G#",-7.488,"major",0.0375,0.196,5.77e-05,0.303,0.51,108.173,258600,4,"G# major",30
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Inside Out - 2016 Remastered","58gTIXqsg6sVmAscK3LpKx",0.633,0.867,"F",-5.096,"major",0.0256,0.384,0.003,0.0555,0.597,94.803,315893,4,"F major",34
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"Take Me Home - 2016 Remastered","2s6wCS3vDZFPY9NOTlPXJZ",0.62,0.807,"G#",-7.753,"major",0.0548,0.471,0.108,0.0477,0.579,118.796,353573,4,"G# major",54
"1rVhockt4RAiZFaK3M3zPB","No Jacket Required (Remastered)","https://i.scdn.co/image/d5b8f363af9e14ac9b94e9a96fe75b73a16d538a","1985-01-25",1985-01-25,62,"We Said Hello Goodbye - 2016 Remastered","5KvxULNXi0YofO91RtrHsU",0.474,0.35,"D",-8.201,"major",0.0306,0.781,0.00114,0.0833,0.121,142.41,261253,4,"D major",30
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Hang In Long Enough - 2016 Remastered","4y42JYIIfYXrJ63s5hQQWS",0.764,0.82,"A#",-5.153,"minor",0.0349,0.321,0.0219,0.917,0.56,119.985,285000,4,"A# minor",32
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"That's Just the Way It Is - 2016 Remastered","5R1VlOafxN2pqpiEuFr1Hi",0.624,0.257,"F",-14.789,"major",0.0242,0.288,8.16e-05,0.435,0.339,96.01,320293,4,"F major",44
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Do You Remember? - 2016 Remastered","6C4BcBBnlNG0bwfZyeKSti",0.677,0.5,"F",-7.839,"major",0.0248,0.117,0.0109,0.0648,0.525,93.051,276000,4,"F major",52
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Something Happened On The Way To Heaven - 2016 Remastered","4ziqqoW1o3P5EhNqK6CPb1",0.656,0.88,"F",-4.137,"minor",0.0287,0.184,0.00609,0.272,0.88,114.613,291587,4,"F minor",51
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Colours - 2016 Remastered","0GjXe8FmPg3V4Gz8UVt3QL",0.394,0.748,"D#",-6.862,"major",0.0536,0.00535,0.0637,0.158,0.0385,130.078,531093,4,"D# major",33
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"I Wish It Would Rain Down - 2016 Remastered","4F2t297QK40XFcIHqkmLHs",0.51,0.667,"G#",-4.715,"major",0.0294,0.292,0.00683,0.313,0.356,125.887,327747,4,"G# major",55
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Another Day In Paradise - 2016 Remastered","1NCuYqMc8hKMb4cpNTcJbD",0.78,0.565,"D#",-7.32,"minor",0.0306,0.736,0.00269,0.063,0.365,101.967,322133,4,"D# minor",69
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Heat On The Street - 2016 Remastered","0Z60pbcvBS58YLmRukit4a",0.617,0.918,"F#",-4.661,"major",0.0542,0.184,0.00289,0.297,0.543,132.589,231627,4,"F# major",32
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"All Of My Life - 2016 Remastered","1znOBqj7UdG0CZcOJMn5zu",0.544,0.388,"G",-8.596,"major",0.0377,0.0647,0.000303,0.0687,0.24,169.952,335493,4,"G major",45
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Saturday Night And Sunday Morning - 2016 Remastered","31MIva9ak2gbg9OvtdTIPQ",0.573,0.837,"D#",-6.334,"major",0.0555,0.129,0.747,0.139,0.44,130.446,85840,3,"D# major",29
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Father To Son - 2016 Remastered","7MQKw2Nige6EZLBrvnhvt9",0.544,0.389,"D#",-11.182,"major",0.0329,0.727,0.000179,0.12,0.356,149.903,207960,4,"D# major",38
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Find A Way To My Heart - 2016 Remastered","7qX9kU1qkM26o2r0iCls0Y",0.372,0.839,"C",-6.871,"major",0.0407,0.245,0.000825,0.117,0.413,119.987,374680,4,"C major",35
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Hang In Long Enough (Live) - 2016 Remastered","55ymuWJyXA2PhygLM3Ksfu",0.579,0.949,"A#",-3.396,"minor",0.0517,0.332,4.02e-05,0.991,0.484,118.987,292827,4,"A# minor",25
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Something Happened On The Way To Heaven (Live) - 2016 Remastered","6KsKy28AV5cWxoRP4nZiYc",0.438,0.978,"D",-3.1,"major",0.149,0.0258,1.99e-06,0.997,0.301,116.44,326227,4,"D major",27
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Colours (Live) - 2016 Remastered","55wScFQFsZFnbxJDIVkFPe",0.346,0.916,"G#",-6.043,"major",0.0706,0.0119,0.125,0.889,0.185,136.642,680160,4,"G# major",25
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Saturday Night And Sunday Morning (Live) - 2016 Remastered","7fKnlAngNN3jkkMziRBAQ1",0.442,0.967,"G#",-6.336,"major",0.315,0.055,0.811,0.954,0.0813,82.657,114640,4,"G# major",22
"2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","https://i.scdn.co/image/5a033a478eb4cd1e0fae3060d6037984d99cab4b","1989-11-20",1989-11-20,67,"Always (Live) - 2016 Remastered","2NSlPphYQ1pUvUEmqoQ30k",0.309,0.266,"F",-11.642,"major",0.0317,0.639,3.64e-05,0.935,0.0703,120.637,270040,3,"F major",24
